region,tech,mw,entry_year,p_cod_3y_mean,p_cod_3y_lo90,p_cod_3y_hi90,p_cod_5y_mean,p_cod_5y_lo90,p_cod_5y_hi90,p_cod_7y_mean,p_cod_7y_lo90,p_cod_7y_hi90,p_withdrawn_5y_mean
PJM,Gas,50,2020,0.1671,0.1361,0.1933,0.2375,0.2076,0.2678,0.2676,0.2344,0.2961,0.5145
PJM,Gas,50,2021,0.1458,0.0993,0.1895,0.2112,0.1656,0.2562,0.2415,0.1926,0.2816,0.5234
PJM,Gas,50,2022,0.1145,0.0607,0.1786,0.1708,0.1103,0.2359,0.2015,0.1428,0.2584,0.541
PJM,Gas,50,2023,0.0785,0.0255,0.1391,0.1205,0.0594,0.1915,0.1487,0.0844,0.214,0.5852
PJM,Gas,50,2024,0.0467,0.0087,0.1005,0.0753,0.0296,0.138,0.0988,0.0493,0.1563,0.6441
PJM,Gas,50,2025,0.024,0.0033,0.0609,0.0411,0.0156,0.0832,0.0579,0.0294,0.1002,0.7034
PJM,Gas,100,2020,0.1493,0.1057,0.1764,0.2234,0.178,0.2561,0.2568,0.2095,0.2903,0.5167
PJM,Gas,100,2021,0.1302,0.0702,0.1708,0.1983,0.1363,0.2433,0.2319,0.1689,0.2735,0.524
PJM,Gas,100,2022,0.1033,0.0495,0.1608,0.1626,0.1003,0.2233,0.1975,0.1371,0.2506,0.5393
PJM,Gas,100,2023,0.0706,0.0238,0.1244,0.1152,0.0616,0.1799,0.147,0.0881,0.2044,0.5834
PJM,Gas,100,2024,0.0418,0.0091,0.0851,0.0712,0.032,0.122,0.0967,0.0516,0.141,0.6447
PJM,Gas,100,2025,0.0211,0.0035,0.0509,0.0385,0.0171,0.0729,0.0563,0.0311,0.0905,0.7022
PJM,Gas,200,2020,0.1248,0.0763,0.1543,0.1997,0.1469,0.2366,0.2374,0.184,0.2744,0.5229
PJM,Gas,200,2021,0.1152,0.0514,0.1507,0.1818,0.1137,0.2263,0.2183,0.1504,0.2617,0.5278
PJM,Gas,200,2022,0.0915,0.0407,0.1356,0.1495,0.0941,0.2056,0.1863,0.1313,0.2343,0.5435
PJM,Gas,200,2023,0.0631,0.0221,0.1087,0.1079,0.0601,0.1641,0.1426,0.0926,0.1911,0.578
PJM,Gas,200,2024,0.0377,0.0097,0.0715,0.0677,0.0355,0.1076,0.0953,0.0559,0.1281,0.6376
PJM,Gas,200,2025,0.0196,0.004,0.043,0.0375,0.0187,0.0652,0.0568,0.0331,0.0848,0.6937
PJM,Gas,400,2020,0.0956,0.053,0.116,0.1709,0.1204,0.1955,0.2142,0.1631,0.244,0.5307
PJM,Gas,400,2021,0.0942,0.0381,0.1216,0.1597,0.0956,0.1883,0.2003,0.1362,0.2345,0.5332
PJM,Gas,400,2022,0.0755,0.03,0.1086,0.1316,0.0804,0.1718,0.1708,0.119,0.2064,0.5485
PJM,Gas,400,2023,0.055,0.021,0.0966,0.0993,0.0596,0.1497,0.1364,0.0968,0.1813,0.5715
PJM,Gas,400,2024,0.0342,0.0098,0.0617,0.0648,0.0363,0.0986,0.0951,0.0625,0.1258,0.6248
PJM,Gas,400,2025,0.0183,0.0043,0.0361,0.0368,0.0206,0.0589,0.058,0.0362,0.0823,0.6776
PJM,Gas,800,2020,0.0704,0.0417,0.094,0.1457,0.1053,0.1674,0.1954,0.1539,0.2192,0.5359
PJM,Gas,800,2021,0.0698,0.0321,0.0983,0.1343,0.0872,0.164,0.1802,0.132,0.2076,0.5388
PJM,Gas,800,2022,0.0598,0.0247,0.1005,0.1142,0.0726,0.1641,0.1569,0.1142,0.2016,0.5491
PJM,Gas,800,2023,0.0481,0.0199,0.0981,0.0925,0.0602,0.1551,0.1328,0.093,0.1901,0.5633
PJM,Gas,800,2024,0.032,0.0099,0.0635,0.0639,0.0379,0.1008,0.0972,0.0686,0.1329,0.606
PJM,Gas,800,2025,0.0173,0.0043,0.0317,0.0369,0.0211,0.0562,0.0607,0.0409,0.083,0.6594
SPP,Solar,50,2020,0.0106,0.0053,0.0177,0.0617,0.0482,0.0808,0.0956,0.0803,0.1177,0.5531
SPP,Solar,50,2021,0.0118,0.0062,0.0195,0.0609,0.0469,0.0809,0.0929,0.0783,0.1162,0.5659
SPP,Solar,50,2022,0.0157,0.0084,0.0268,0.0586,0.0394,0.0826,0.0877,0.0635,0.1153,0.5983
SPP,Solar,50,2023,0.0194,0.0092,0.0338,0.0477,0.0304,0.0725,0.0693,0.0496,0.0978,0.6234
SPP,Solar,50,2024,0.0216,0.0098,0.0395,0.0447,0.0277,0.0674,0.0635,0.0448,0.0886,0.6466
SPP,Solar,50,2025,0.0161,0.0065,0.0317,0.0339,0.0196,0.0517,0.0495,0.0349,0.07,0.6951
SPP,Solar,100,2020,0.0072,0.0034,0.0121,0.0539,0.0416,0.0678,0.0898,0.0724,0.106,0.5433
SPP,Solar,100,2021,0.008,0.004,0.0134,0.0536,0.0419,0.065,0.0877,0.0717,0.102,0.5524
SPP,Solar,100,2022,0.0108,0.0069,0.0199,0.0523,0.0382,0.0697,0.0843,0.0666,0.1027,0.5884
