region,tech,mw,entry_year,p_cod_3y_mean,p_cod_3y_lo90,p_cod_3y_hi90,p_cod_5y_mean,p_cod_5y_lo90,p_cod_5y_hi90,p_cod_7y_mean,p_cod_7y_lo90,p_cod_7y_hi90,p_withdrawn_5y_mean
ERCOT,Battery,100,2022,0.0457,0.0222,0.0677,0.1848,0.168,0.2084,0.2402,0.2142,0.2637,0.4292
ERCOT,Battery,100,2023,0.0585,0.0191,0.0962,0.168,0.1075,0.2099,0.2211,0.1682,0.2651,0.4451
ERCOT,Battery,100,2024,0.0589,0.0166,0.0891,0.1315,0.0644,0.1801,0.1779,0.1199,0.229,0.4859
ERCOT,Battery,100,2025,0.0438,0.0086,0.0793,0.0892,0.0385,0.1384,0.1273,0.0803,0.1859,0.5415
ERCOT,Battery,200,2020,0.0302,0.0193,0.0446,0.1872,0.1768,0.2047,0.2485,0.2238,0.2729,0.3901
ERCOT,Battery,200,2021,0.0313,0.0192,0.0469,0.1876,0.1667,0.2111,0.2475,0.2121,0.278,0.3964
ERCOT,Battery,200,2022,0.0371,0.017,0.0598,0.1773,0.1493,0.201,0.2378,0.2013,0.2644,0.4144
ERCOT,Battery,200,2023,0.0462,0.0148,0.0795,0.1566,0.0987,0.1964,0.2151,0.1628,0.2581,0.4274
ERCOT,Battery,200,2024,0.0453,0.0123,0.0706,0.1187,0.06,0.1675,0.1701,0.1165,0.2211,0.4694
ERCOT,Battery,200,2025,0.0356,0.0073,0.0644,0.081,0.037,0.1203,0.1225,0.0829,0.1717,0.5247
ERCOT,Battery,400,2020,0.0256,0.0179,0.0369,0.1803,0.1687,0.2001,0.2468,0.2188,0.2764,0.3757
ERCOT,Battery,400,2021,0.0265,0.0172,0.0413,0.1755,0.1494,0.1983,0.2395,0.1992,0.2697,0.3842
ERCOT,Battery,400,2022,0.0305,0.0149,0.0489,0.1598,0.1156,0.1856,0.2222,0.1676,0.2518,0.403
ERCOT,Battery,400,2023,0.0377,0.0114,0.0689,0.1383,0.0775,0.1723,0.1991,0.1404,0.2344,0.4191
ERCOT,Battery,400,2024,0.0384,0.0087,0.063,0.1086,0.0529,0.1516,0.1631,0.1084,0.2079,0.4532
ERCOT,Battery,400,2025,0.0312,0.0063,0.0541,0.0764,0.0353,0.1139,0.1213,0.0829,0.1628,0.5009
ERCOT,Battery,800,2020,0.0227,0.0149,0.0344,0.1665,0.1496,0.1918,0.2361,0.2095,0.2727,0.3706
ERCOT,Battery,800,2021,0.0226,0.0124,0.0379,0.1558,0.1223,0.187,0.2217,0.1807,0.261,0.3818
ERCOT,Battery,800,2022,0.0249,0.0105,0.0418,0.1374,0.0936,0.1732,0.2001,0.1434,0.2398,0.4012
ERCOT,Battery,800,2023,0.0296,0.0079,0.0478,0.1172,0.0655,0.1484,0.1765,0.1243,0.2115,0.4157
ERCOT,Battery,800,2024,0.0332,0.006,0.0543,0.0977,0.0463,0.1322,0.1528,0.0996,0.1858,0.4358
ERCOT,Battery,800,2025,0.0288,0.0049,0.0529,0.0728,0.0329,0.1091,0.1201,0.0811,0.1556,0.4783
ERCOT,Hybrid,50,2020,0.06,0.0394,0.0744,0.133,0.0832,0.1713,0.1833,0.1071,0.2416,0.0776
ERCOT,Hybrid,50,2021,0.0566,0.0407,0.0736,0.1261,0.0753,0.1681,0.1754,0.0966,0.2413,0.0778
ERCOT,Hybrid,50,2022,0.0523,0.0376,0.0689,0.1163,0.0691,0.1531,0.1639,0.0881,0.2309,0.0808
ERCOT,Hybrid,50,2023,0.0516,0.0296,0.0757,0.1131,0.0521,0.1581,0.1625,0.0748,0.2245,0.1145
ERCOT,Hybrid,50,2024,0.0487,0.0169,0.0838,0.0994,0.0395,0.1554,0.1457,0.0619,0.2044,0.1872
ERCOT,Hybrid,50,2025,0.0438,0.0089,0.0845,0.0836,0.0281,0.1492,0.1249,0.0546,0.194,0.2768
ERCOT,Hybrid,100,2020,0.0565,0.0426,0.0775,0.1382,0.0945,0.1743,0.1915,0.1259,0.2506,0.0707
ERCOT,Hybrid,100,2021,0.0549,0.0405,0.0744,0.1336,0.0916,0.1772,0.1864,0.1199,0.2577,0.0733
ERCOT,Hybrid,100,2022,0.0496,0.0339,0.0669,0.1215,0.0776,0.1657,0.1717,0.1099,0.2449,0.0793
ERCOT,Hybrid,100,2023,0.047,0.0244,0.0737,0.1158,0.0527,0.1645,0.1686,0.0768,0.2391,0.1183
ERCOT,Hybrid,100,2024,0.0445,0.0121,0.0842,0.1027,0.0411,0.1763,0.154,0.0636,0.2435,0.1863
ERCOT,Hybrid,100,2025,0.0393,0.0059,0.0819,0.0826,0.0274,0.1557,0.1277,0.0539,0.2084,0.2777
ERCOT,Hybrid,200,2020,0.0517,0.0403,0.0758,0.1377,0.0987,0.1703,0.1922,0.1368,0.2552,0.0658
ERCOT,Hybrid,200,2021,0.0509,0.0361,0.0722,0.1343,0.1018,0.1749,0.188,0.1375,0.2655,0.0703
ERCOT,Hybrid,200,2022,0.0459,0.0287,0.0644,0.1229,0.0751,0.1726,0.1739,0.107,0.2505,0.0826
ERCOT,Hybrid,200,2023,0.0431,0.0195,0.0717,0.1141,0.0527,0.1716,0.1672,0.0769,0.2471,0.1239
ERCOT,Hybrid,200,2024,0.0413,0.0095,0.082,0.1017,0.0411,0.182,0.1546,0.0632,0.2536,0.1883
ERCOT,Hybrid,200,2025,0.0349,0.0046,0.076,0.0788,0.0273,0.1537,0.1262,0.0545,0.2134,0.2752
ERCOT,Hybrid,400,2020,0.0465,0.0355,0.0655,0.1353,0.1019,0.1665,0.1902,0.1458,0.2478,0.0653
ERCOT,Hybrid,400,2021,0.0458,0.0315,0.0628,0.1331,0.1029,0.1797,0.187,0.1454,0.2637,0.0704
ERCOT,Hybrid,400,2022,0.0412,0.0246,0.0544,0.1191,0.0748,0.1693,0.1694,0.1066,0.2422,0.0865
ERCOT,Hybrid,400,2023,0.0381,0.0148,0.0612,0.1081,0.0542,0.1669,0.1608,0.078,0.2371,0.1222
ERCOT,Hybrid,400,2024,0.0374,0.0072,0.0745,0.0963,0.0394,0.1764,0.1504,0.0615,0.2512,0.1844
ERCOT,Hybrid,400,2025,0.032,0.0033,0.0702,0.0753,0.0264,0.1488,0.1235,0.0537,0.2139,0.2593
ERCOT,Hybrid,800,2020,0.0396,0.0289,0.0561,0.1294,0.0931,0.168,0.184,0.1377,0.2335,0.069
ERCOT,Hybrid,800,2021,0.0393,0.0254,0.0557,0.127,0.0949,0.1821,0.1811,0.1414,0.2536,0.0763
ERCOT,Hybrid,800,2022,0.0367,0.0197,0.056,0.1154,0.0818,0.1713,0.1675,0.1167,0.2442,0.0979
ERCOT,Hybrid,800,2023,0.0337,0.0128,0.0583,0.1024,0.061,0.1574,0.156,0.079,0.2256,0.1311
ERCOT,Hybrid,800,2024,0.033,0.0056,0.0624,0.0893,0.041,0.1589,0.1445,0.068,0.2331,0.1866
ERCOT,Hybrid,800,2025,0.029,0.003,0.0612,0.071,0.027,0.1366,0.1204,0.0556,0.2052,0.2476
ERCOT,Gas,50,2020,0.1976,0.1871,0.211,0.2599,0.243,0.2733,0.2827,0.2658,0.2971,0.5059
ERCOT,Gas,50,2021,0.1976,0.1844,0.2152,0.2623,0.2455,0.2784,0.2868,0.2706,0.3044,0.4863
ERCOT,Gas,50,2022,0.1947,0.1754,0.2182,0.2567,0.239,0.2805,0.2835,0.2624,0.3086,0.4526
ERCOT,Gas,50,2023,0.1845,0.152,0.2209,0.242,0.2083,0.2803,0.2713,0.2349,0.3091,0.4202
ERCOT,Gas,50,2024,0.1628,0.1122,0.2167,0.2158,0.1649,0.2724,0.2468,0.2089,0.2998,0.4161
ERCOT,Gas,50,2025,0.132,0.0598,0.2047,0.1766,0.0956,0.2543,0.2072,0.1382,0.2785,0.4266
ERCOT,Gas,100,2020,0.1916,0.1821,0.2052,0.2625,0.2513,0.2716,0.2856,0.2736,0.2941,0.5082
ERCOT,Gas,100,2021,0.1901,0.1794,0.2062,0.2628,0.2495,0.2741,0.2879,0.2769,0.2985,0.4961
ERCOT,Gas,100,2022,0.1832,0.1629,0.204,0.2543,0.2383,0.2748,0.2828,0.264,0.3014,0.4685
ERCOT,Gas,100,2023,0.1705,0.1445,0.2037,0.2377,0.2132,0.2728,0.2705,0.2413,0.3011,0.4332
ERCOT,Gas,100,2024,0.1473,0.0952,0.1998,0.2085,0.1516,0.2655,0.2445,0.2032,0.2954,0.4187
ERCOT,Gas,100,2025,0.116,0.0487,0.1845,0.1664,0.0915,0.2424,0.2017,0.139,0.2703,0.4271
ERCOT,Gas,200,2020,0.1857,0.1748,0.199,0.2596,0.251,0.2679,0.2844,0.2754,0.292,0.5064
ERCOT,Gas,200,2021,0.1825,0.1688,0.1995,0.2574,0.2441,0.268,0.2843,0.2731,0.2932,0.4947
ERCOT,Gas,200,2022,0.1714,0.1531,0.1929,0.246,0.2257,0.2698,0.2777,0.2546,0.2982,0.4688
ERCOT,Gas,200,2023,0.1574,0.1352,0.1911,0.2285,0.2002,0.2666,0.2655,0.2329,0.2966,0.4345
ERCOT,Gas,200,2024,0.1334,0.0778,0.1843,0.1974,0.1349,0.2557,0.2372,0.1901,0.287,0.4171
ERCOT,Gas,200,2025,0.1038,0.041,0.1619,0.1564,0.0835,0.2259,0.1956,0.138,0.2587,0.4194
ERCOT,Gas,400,2020,0.1708,0.1601,0.1828,0.2476,0.237,0.2573,0.2772,0.2674,0.2865,0.4998
ERCOT,Gas,400,2021,0.1689,0.1559,0.184,0.2448,0.2311,0.2592,0.2764,0.2611,0.2871,0.4851
ERCOT,Gas,400,2022,0.1585,0.1409,0.1816,0.233,0.2044,0.2615,0.269,0.235,0.2943,0.458
ERCOT,Gas,400,2023,0.1421,0.1203,0.1776,0.2131,0.1806,0.2565,0.2543,0.2143,0.2909,0.4253
ERCOT,Gas,400,2024,0.1197,0.0641,0.1669,0.1835,0.1198,0.2408,0.2274,0.1792,0.2751,0.4089
ERCOT,Gas,400,2025,0.0929,0.0348,0.1403,0.1454,0.0774,0.2085,0.1889,0.1359,0.2481,0.4043
ERCOT,Gas,800,2020,0.1478,0.1307,0.1607,0.2298,0.2079,0.2452,0.2684,0.252,0.285,0.4847
ERCOT,Gas,800,2021,0.1475,0.1345,0.1556,0.2255,0.2066,0.2406,0.265,0.2414,0.2827,0.4663
ERCOT,Gas,800,2022,0.1403,0.1203,0.1646,0.2133,0.1791,0.2445,0.2558,0.2119,0.285,0.4411
ERCOT,Gas,800,2023,0.1262,0.1017,0.1607,0.1938,0.1583,0.239,0.2393,0.1925,0.2802,0.4162
ERCOT,Gas,800,2024,0.1082,0.0579,0.1503,0.1696,0.1122,0.223,0.217,0.1709,0.2633,0.3992
ERCOT,Gas,800,2025,0.0827,0.0321,0.1222,0.1337,0.0743,0.1905,0.1803,0.1319,0.2301,0.3876
ISO-NE,Solar,50,2020,0.0114,0.0058,0.0211,0.0493,0.0345,0.0731,0.0817,0.0564,0.1064,0.6363
ISO-NE,Solar,50,2021,0.0097,0.0052,0.0187,0.0406,0.0264,0.0632,0.0689,0.0472,0.0947,0.6571
ISO-NE,Solar,50,2022,0.0083,0.0048,0.016,0.0327,0.0197,0.0493,0.0556,0.0383,0.078,0.6777
ISO-NE,Solar,50,2023,0.0077,0.0038,0.0162,0.0257,0.0152,0.037,0.0438,0.0303,0.0593,0.6911
ISO-NE,Solar,50,2024,0.0065,0.0028,0.0135,0.0207,0.0123,0.0285,0.0363,0.0255,0.0467,0.7057
ISO-NE,Solar,50,2025,0.005,0.002,0.0106,0.0168,0.0109,0.0224,0.0311,0.023,0.041,0.7196
ISO-NE,Solar,100,2020,0.0096,0.0044,0.017,0.0486,0.0336,0.0713,0.085,0.0637,0.1091,0.6243
ISO-NE,Solar,100,2021,0.0082,0.0048,0.0153,0.0413,0.0298,0.0633,0.0747,0.0558,0.0987,0.6422
ISO-NE,Solar,100,2022,0.0073,0.0046,0.0135,0.0338,0.023,0.0527,0.0617,0.0446,0.0864,0.6633
ISO-NE,Solar,100,2023,0.0068,0.0033,0.0137,0.0264,0.0165,0.038,0.0482,0.0353,0.0655,0.6808
ISO-NE,Solar,100,2024,0.0061,0.0023,0.0126,0.0215,0.0135,0.0302,0.0396,0.03,0.0519,0.6976
ISO-NE,Solar,100,2025,0.0049,0.0018,0.0099,0.0177,0.0122,0.0234,0.034,0.026,0.0444,0.7136
ISO-NE,Solar,200,2020,0.0086,0.004,0.0141,0.048,0.0304,0.0694,0.0881,0.0652,0.1102,0.6148
ISO-NE,Solar,200,2021,0.0072,0.004,0.0122,0.0408,0.0253,0.0614,0.0782,0.0595,0.1011,0.6317
ISO-NE,Solar,200,2022,0.0065,0.0041,0.0111,0.0348,0.023,0.0534,0.0675,0.0526,0.0905,0.6492
ISO-NE,Solar,200,2023,0.0062,0.003,0.0113,0.0277,0.0193,0.0394,0.0537,0.0431,0.0712,0.6698
ISO-NE,Solar,200,2024,0.0058,0.0022,0.011,0.0229,0.0157,0.0309,0.0444,0.0331,0.0573,0.6881
ISO-NE,Solar,200,2025,0.0048,0.0017,0.0091,0.0189,0.0142,0.0247,0.0378,0.0274,0.0475,0.7066
ISO-NE,Solar,400,2020,0.0084,0.0036,0.0162,0.0481,0.0297,0.0728,0.0914,0.0676,0.1151,0.6066
ISO-NE,Solar,400,2021,0.007,0.0034,0.0132,0.0414,0.0248,0.063,0.0823,0.0622,0.1009,0.6201
ISO-NE,Solar,400,2022,0.0063,0.0033,0.0111,0.0355,0.0213,0.054,0.0721,0.0552,0.0933,0.637
ISO-NE,Solar,400,2023,0.0059,0.0029,0.01,0.029,0.0191,0.0405,0.0593,0.0463,0.0757,0.6584
ISO-NE,Solar,400,2024,0.0055,0.0022,0.0099,0.0242,0.0164,0.033,0.0492,0.0363,0.0613,0.6783
ISO-NE,Solar,400,2025,0.0049,0.0016,0.0083,0.0203,0.0142,0.0277,0.0421,0.029,0.0529,0.6972
ISO-NE,Solar,800,2020,0.0089,0.0036,0.0195,0.0491,0.0305,0.0761,0.0947,0.0686,0.1195,0.598
ISO-NE,Solar,800,2021,0.0072,0.0031,0.0152,0.0422,0.0241,0.0664,0.0855,0.0623,0.1074,0.6104
ISO-NE,Solar,800,2022,0.0064,0.0026,0.0127,0.0365,0.0203,0.0576,0.0762,0.0545,0.0949,0.6243
ISO-NE,Solar,800,2023,0.0061,0.0024,0.0114,0.0308,0.0185,0.0479,0.0649,0.0472,0.086,0.646
ISO-NE,Solar,800,2024,0.0056,0.0021,0.0098,0.0258,0.0167,0.039,0.0548,0.039,0.072,0.6654
ISO-NE,Solar,800,2025,0.005,0.0016,0.0086,0.0218,0.0145,0.0323,0.047,0.0314,0.0587,0.6852
ISO-NE,Wind,50,2020,0.0162,0.0049,0.0337,0.0479,0.0268,0.0861,0.0755,0.0498,0.1203,0.6478
ISO-NE,Wind,50,2021,0.0123,0.0044,0.0254,0.0389,0.0208,0.0691,0.0633,0.0415,0.1021,0.6697
ISO-NE,Wind,50,2022,0.0099,0.0041,0.0235,0.0317,0.0163,0.0591,0.0535,0.0357,0.089,0.6887
ISO-NE,Wind,50,2023,0.0083,0.0032,0.0214,0.0258,0.0123,0.0478,0.045,0.0301,0.0729,0.7038
ISO-NE,Wind,50,2024,0.0065,0.0019,0.0155,0.0201,0.0103,0.0323,0.0368,0.0248,0.0524,0.7202
ISO-NE,Wind,50,2025,0.0051,0.0012,0.0114,0.0162,0.0087,0.0225,0.0311,0.0221,0.0396,0.7357
ISO-NE,Wind,100,2020,0.0107,0.004,0.0238,0.0415,0.0225,0.0694,0.0727,0.0483,0.106,0.6427
ISO-NE,Wind,100,2021,0.0089,0.0034,0.02,0.0351,0.0184,0.0608,0.0625,0.0437,0.0942,0.6657
ISO-NE,Wind,100,2022,0.0079,0.0032,0.0185,0.0302,0.0164,0.0534,0.0543,0.0375,0.0845,0.6824
ISO-NE,Wind,100,2023,0.0072,0.0026,0.018,0.0253,0.0125,0.0451,0.0464,0.0307,0.0706,0.6957
ISO-NE,Wind,100,2024,0.006,0.0016,0.0148,0.0202,0.0106,0.0328,0.0387,0.0254,0.0543,0.7112
ISO-NE,Wind,100,2025,0.0045,0.0009,0.0104,0.016,0.0093,0.0229,0.0326,0.0221,0.0428,0.7267
ISO-NE,Wind,200,2020,0.0085,0.0029,0.0195,0.0381,0.0196,0.0604,0.072,0.0485,0.0971,0.6346
ISO-NE,Wind,200,2021,0.0072,0.0026,0.0167,0.0329,0.0171,0.052,0.0637,0.0443,0.0871,0.6558
ISO-NE,Wind,200,2022,0.0066,0.0025,0.0154,0.0287,0.0157,0.0462,0.056,0.0401,0.079,0.6732
ISO-NE,Wind,200,2023,0.0065,0.0023,0.0166,0.025,0.0137,0.0428,0.0487,0.0326,0.0693,0.6866
ISO-NE,Wind,200,2024,0.0058,0.0014,0.0155,0.0208,0.0117,0.0347,0.0419,0.0276,0.0581,0.7014
ISO-NE,Wind,200,2025,0.0044,0.0009,0.0112,0.0165,0.0097,0.0248,0.0351,0.0226,0.0458,0.7174
ISO-NE,Wind,400,2020,0.0075,0.0026,0.0174,0.0364,0.0186,0.0562,0.0721,0.0507,0.0916,0.6262
ISO-NE,Wind,400,2021,0.0064,0.0022,0.015,0.0319,0.0164,0.0478,0.0655,0.0466,0.0852,0.6453
ISO-NE,Wind,400,2022,0.006,0.002,0.0146,0.0285,0.0149,0.0434,0.0589,0.0444,0.0787,0.6621
ISO-NE,Wind,400,2023,0.0059,0.0018,0.0155,0.0249,0.0141,0.0407,0.0512,0.0368,0.069,0.6767
ISO-NE,Wind,400,2024,0.0055,0.0013,0.0151,0.0212,0.012,0.0359,0.0445,0.0307,0.0602,0.6912
ISO-NE,Wind,400,2025,0.0044,0.0008,0.0119,0.0172,0.0102,0.0269,0.0377,0.0247,0.0489,0.7073
ISO-NE,Wind,800,2020,0.0072,0.0024,0.0183,0.0359,0.0184,0.0559,0.0739,0.0525,0.0918,0.6153
ISO-NE,Wind,800,2021,0.0062,0.0021,0.0152,0.0316,0.0166,0.046,0.0674,0.0485,0.0845,0.633
ISO-NE,Wind,800,2022,0.0059,0.0017,0.0144,0.0284,0.0149,0.042,0.0616,0.046,0.0795,0.6488
ISO-NE,Wind,800,2023,0.0056,0.0014,0.0149,0.0251,0.0139,0.0395,0.0541,0.0403,0.07,0.6651
ISO-NE,Wind,800,2024,0.0052,0.0011,0.0144,0.0216,0.0121,0.0356,0.0472,0.0337,0.0604,0.6799
ISO-NE,Wind,800,2025,0.0045,0.0008,0.0128,0.0182,0.0107,0.0298,0.0408,0.0275,0.0528,0.6954
ISO-NE,Battery,50,2020,0.0096,0.0057,0.0161,0.0392,0.0252,0.0546,0.0679,0.0441,0.0881,0.6628
ISO-NE,Battery,50,2021,0.0085,0.0045,0.016,0.0325,0.0207,0.047,0.0574,0.0383,0.077,0.6827
ISO-NE,Battery,50,2022,0.0079,0.0035,0.0163,0.0269,0.0169,0.0403,0.0477,0.0322,0.0634,0.6928
ISO-NE,Battery,50,2023,0.0073,0.0026,0.0163,0.0223,0.0132,0.0327,0.0395,0.0271,0.0515,0.6993
ISO-NE,Battery,50,2024,0.0059,0.0017,0.0131,0.0181,0.011,0.0248,0.0328,0.024,0.0422,0.7109
ISO-NE,Battery,50,2025,0.0045,0.0012,0.0095,0.0149,0.0098,0.0197,0.028,0.0216,0.0364,0.7247
ISO-NE,Battery,100,2020,0.0078,0.0044,0.0127,0.039,0.0267,0.055,0.0715,0.0458,0.0928,0.6508
ISO-NE,Battery,100,2021,0.0069,0.0039,0.0123,0.0323,0.0221,0.0461,0.061,0.0399,0.078,0.6712
ISO-NE,Battery,100,2022,0.0066,0.0032,0.0129,0.0269,0.0177,0.0396,0.0508,0.0346,0.0658,0.6832
ISO-NE,Battery,100,2023,0.0065,0.0022,0.0141,0.0226,0.0137,0.0323,0.0421,0.0285,0.0543,0.6912
ISO-NE,Battery,100,2024,0.0055,0.0016,0.0122,0.0186,0.0112,0.0254,0.0352,0.0246,0.0458,0.7032
ISO-NE,Battery,100,2025,0.0043,0.0011,0.0094,0.0153,0.01,0.0204,0.0302,0.0224,0.0403,0.7173
ISO-NE,Battery,200,2020,0.0071,0.0037,0.0109,0.0387,0.0262,0.0539,0.0739,0.0473,0.097,0.6401
ISO-NE,Battery,200,2021,0.006,0.0032,0.0101,0.0322,0.0222,0.0457,0.064,0.0409,0.0832,0.6586
ISO-NE,Battery,200,2022,0.0056,0.0029,0.0103,0.027,0.0193,0.0395,0.0542,0.0368,0.0717,0.6727
ISO-NE,Battery,200,2023,0.0055,0.002,0.0123,0.0229,0.0146,0.0328,0.0453,0.0299,0.0594,0.683
ISO-NE,Battery,200,2024,0.0052,0.0015,0.0118,0.0194,0.0124,0.0271,0.0383,0.0262,0.0505,0.6951
ISO-NE,Battery,200,2025,0.0042,0.0011,0.0089,0.016,0.0109,0.0211,0.0328,0.0238,0.0438,0.7098
ISO-NE,Battery,400,2020,0.0075,0.0032,0.0112,0.0396,0.0267,0.0549,0.0771,0.0528,0.1019,0.6296
ISO-NE,Battery,400,2021,0.0062,0.0025,0.0103,0.0336,0.0227,0.0462,0.0682,0.0467,0.0885,0.644
ISO-NE,Battery,400,2022,0.0054,0.0025,0.0102,0.0281,0.0197,0.0404,0.0584,0.0398,0.0765,0.6593
ISO-NE,Battery,400,2023,0.0054,0.0022,0.0118,0.0239,0.016,0.0342,0.0489,0.0327,0.0641,0.674
ISO-NE,Battery,400,2024,0.0052,0.0015,0.0121,0.0204,0.0133,0.0284,0.0414,0.0276,0.0544,0.6862
ISO-NE,Battery,400,2025,0.0042,0.0012,0.0089,0.0169,0.012,0.022,0.0356,0.025,0.0458,0.701
ISO-NE,Battery,800,2020,0.0078,0.0028,0.0118,0.0399,0.0264,0.0542,0.0792,0.0558,0.1043,0.6179
ISO-NE,Battery,800,2021,0.0067,0.0023,0.0111,0.0348,0.023,0.0471,0.0718,0.0505,0.0934,0.6291
ISO-NE,Battery,800,2022,0.0057,0.0021,0.0105,0.0292,0.0199,0.0396,0.0622,0.0419,0.079,0.644
ISO-NE,Battery,800,2023,0.0055,0.002,0.011,0.0245,0.0164,0.0348,0.0521,0.0352,0.0673,0.6636
ISO-NE,Battery,800,2024,0.0053,0.0016,0.0119,0.0212,0.0136,0.0295,0.0447,0.0302,0.0574,0.6771
ISO-NE,Battery,800,2025,0.0044,0.0012,0.0093,0.018,0.0123,0.024,0.039,0.0271,0.0479,0.6906
ISO-NE,Hybrid,50,2020,0.0057,0.0022,0.0106,0.0298,0.0174,0.0442,0.0577,0.0375,0.0765,0.6779
ISO-NE,Hybrid,50,2021,0.005,0.0021,0.0099,0.0253,0.0149,0.0357,0.0496,0.0353,0.0645,0.6994
ISO-NE,Hybrid,50,2022,0.0049,0.0023,0.011,0.0217,0.0142,0.0299,0.0428,0.0326,0.0518,0.7117
ISO-NE,Hybrid,50,2023,0.0049,0.0021,0.0116,0.0194,0.0124,0.027,0.0378,0.0282,0.046,0.7183
ISO-NE,Hybrid,50,2024,0.0043,0.0016,0.0102,0.0169,0.0117,0.0228,0.033,0.0248,0.0417,0.7314
ISO-NE,Hybrid,50,2025,0.0036,0.0011,0.0086,0.0143,0.0102,0.0193,0.0287,0.021,0.038,0.7463
ISO-NE,Hybrid,100,2020,0.0044,0.0018,0.0078,0.0284,0.0166,0.0419,0.0599,0.038,0.0809,0.6611
ISO-NE,Hybrid,100,2021,0.0039,0.0017,0.0074,0.0247,0.0145,0.0372,0.053,0.0347,0.0726,0.6789
ISO-NE,Hybrid,100,2022,0.004,0.0018,0.0085,0.0218,0.0138,0.0312,0.0468,0.0333,0.0607,0.6904
ISO-NE,Hybrid,100,2023,0.0043,0.0017,0.01,0.0197,0.013,0.0267,0.0413,0.0295,0.0523,0.6996
ISO-NE,Hybrid,100,2024,0.004,0.0013,0.009,0.0172,0.0121,0.0229,0.036,0.0264,0.0475,0.7167
ISO-NE,Hybrid,100,2025,0.0034,0.001,0.0078,0.0146,0.0103,0.019,0.0311,0.0211,0.0422,0.7337
ISO-NE,Hybrid,200,2020,0.0038,0.0014,0.0068,0.0281,0.0157,0.0416,0.0632,0.0395,0.0843,0.641
ISO-NE,Hybrid,200,2021,0.0035,0.0014,0.0066,0.0246,0.014,0.0382,0.0569,0.0378,0.0792,0.6604
ISO-NE,Hybrid,200,2022,0.0035,0.0014,0.0075,0.0218,0.0132,0.0334,0.0502,0.0351,0.0696,0.6739
ISO-NE,Hybrid,200,2023,0.0038,0.0014,0.009,0.0198,0.0124,0.027,0.0444,0.0304,0.057,0.6839
ISO-NE,Hybrid,200,2024,0.0037,0.0011,0.0083,0.0174,0.0117,0.0232,0.0385,0.0269,0.0512,0.7033
ISO-NE,Hybrid,200,2025,0.0032,0.0008,0.0072,0.0149,0.0103,0.0189,0.0335,0.0216,0.0457,0.7215
ISO-NE,Hybrid,400,2020,0.0037,0.0012,0.007,0.0286,0.0156,0.0419,0.067,0.0413,0.0863,0.623
ISO-NE,Hybrid,400,2021,0.0032,0.0011,0.0066,0.0249,0.0137,0.0376,0.0608,0.0383,0.081,0.6416
ISO-NE,Hybrid,400,2022,0.0032,0.001,0.0074,0.0222,0.0124,0.0341,0.0545,0.0366,0.0757,0.6561
ISO-NE,Hybrid,400,2023,0.0035,0.0011,0.0087,0.0197,0.0119,0.0281,0.0474,0.0316,0.0625,0.6709
ISO-NE,Hybrid,400,2024,0.0034,0.001,0.0079,0.0176,0.0114,0.0236,0.0414,0.0282,0.0543,0.6893
ISO-NE,Hybrid,400,2025,0.0031,0.0008,0.0067,0.0154,0.0103,0.02,0.0364,0.0231,0.0484,0.7089
ISO-NE,Hybrid,800,2020,0.0037,0.0011,0.0075,0.0293,0.0156,0.043,0.0704,0.0428,0.0906,0.6107
ISO-NE,Hybrid,800,2021,0.0033,0.0009,0.0071,0.0257,0.0133,0.0382,0.0646,0.0399,0.0844,0.6258
ISO-NE,Hybrid,800,2022,0.0032,0.0007,0.0075,0.0226,0.012,0.0344,0.0583,0.0388,0.0774,0.6405
ISO-NE,Hybrid,800,2023,0.0032,0.0008,0.0083,0.0198,0.0116,0.0296,0.051,0.0339,0.0671,0.6572
ISO-NE,Hybrid,800,2024,0.0032,0.0008,0.0079,0.0178,0.0111,0.0243,0.0445,0.0299,0.057,0.6749
ISO-NE,Hybrid,800,2025,0.003,0.0007,0.0065,0.016,0.0102,0.0217,0.0398,0.0246,0.0509,0.6945
ISO-NE,Gas,50,2020,0.0486,0.0279,0.0726,0.094,0.0538,0.1468,0.1228,0.0759,0.1887,0.6206
ISO-NE,Gas,50,2021,0.0382,0.0196,0.0667,0.0756,0.0389,0.1331,0.1015,0.0611,0.1726,0.6463
ISO-NE,Gas,50,2022,0.0308,0.012,0.0609,0.0612,0.0265,0.1156,0.0838,0.046,0.1507,0.6679
ISO-NE,Gas,50,2023,0.0243,0.0075,0.0523,0.049,0.0195,0.0974,0.0689,0.0353,0.1289,0.6825
ISO-NE,Gas,50,2024,0.0179,0.0048,0.0392,0.0384,0.0153,0.075,0.0565,0.029,0.1039,0.694
ISO-NE,Gas,50,2025,0.0124,0.0032,0.0266,0.0294,0.0128,0.0497,0.0461,0.0248,0.0769,0.7051
ISO-NE,Gas,100,2020,0.0378,0.0201,0.0594,0.0872,0.0517,0.1387,0.1213,0.0813,0.1836,0.6089
ISO-NE,Gas,100,2021,0.032,0.0149,0.0578,0.0727,0.0385,0.1286,0.1029,0.0665,0.1701,0.6315
ISO-NE,Gas,100,2022,0.0261,0.0094,0.0519,0.0598,0.028,0.1134,0.0865,0.0525,0.1519,0.6499
ISO-NE,Gas,100,2023,0.0208,0.0066,0.0396,0.0484,0.022,0.0905,0.0717,0.0419,0.1292,0.6659
